SiteID,Site_Description_Cap,Site_Description_Lower,Region,Lat,Long
584,EAST WALL RD @ SHERRIF ST,east wall rd @ sherrif st,NCITY,53.3498665,-6.2270564
585,GRANGE RD @ DONAGHMEDE SHOPPING CENTRE,grange rd @ donaghmede shopping centre,NCITY,53.39537034,-6.16291316
586,MALAHIDE RD @ ELM MOUNT RD,malahide rd @ elm mount rd,NCITY,53.3773202,-6.2155529
588,SCR @ HERBERTON RD/UPPERCROSS RD,scr @ herberton rd/uppercross rd,SCITY,53.3359902,-6.2988976
591,KILMORE RD @ MARYFIELD CRESCENT,kilmore rd @ maryfield crescent,NCITY,53.3826664,-6.2129617
593,ALFIE BYRNE RD @ DART STATION,alfie byrne rd @ dart station,NCITY,53.3555019,-6.2293145
594,MALAHIDE RD @ BRIAN RD,malahide rd @ brian rd,NCITY,53.3680694,-6.2274334
596,GRIFFITH AVE @ BERESFORD ESTATE,griffith ave @ beresford estate,NCITY,53.3745192,-6.2458056
597,NAVAN RD @ ASHTOWN GR,navan rd @ ashtown gr,WCITY1,53.369758,-6.32459
599,TERENURE PL @ TEMPLEOGUE RD,terenure pl @ templeogue rd,SCITY,53.3094976,-6.2847642
600,EAST WALL RD @ DUBLIN PORT,east wall rd @ dublin port,NCITY,53.3524957,-6.2254671
603,MALAHIDE RD @ ARDLEA RD (NORTH-SOUTH),malahide rd @ ardlea rd (north-south),NCITY,53.38294666,-6.20465646
604,MALAHIDE RD @ ARDLEA RD (EAST-WEST),malahide rd @ ardlea rd (east-west),NCITY,53.3826216,-6.2062264
605,SWORDS RD @ IVERAGH RD,swords rd @ iveragh rd,NCITY,53.3811174,-6.2454129
606,CRUMLIN RD @ ARDAGH RD,crumlin rd @ ardagh rd,WCITY1,53.32890753,-6.303448677
608,MALAHIDE RD @ ST BRENDANS CHURCH,malahide rd @ st brendans church,NCITY,53.3877726,-6.1996801
610,MOREHAMPTON RD @ WELLINGTON PL,morehampton rd @ wellington pl,SCITY,53.32764353,-6.244392851
611,OSCAR TRAYNOR RD @ CLONSHAUGH RD,oscar traynor rd @ clonshaugh rd,NCITY,53.3962867,-6.2169049
612,ABBEY STREET MIDDLE @ LIFFEY ST (LUAS),abbey street middle @ liffey st (luas),CCITY,53.3477418,-6.2636264
613,LEESON ST @ DARTMOUTH RD,leeson st @ dartmouth rd,SCITY,53.33119,-6.2523922
614,SUSSEX RD @ BURLINGTON RD,sussex rd @ burlington rd,SCITY,53.329323,-6.2485613
615,DONNYBROOK RD @ EGLINTON RD,donnybrook rd @ eglinton rd,SCITY,53.31942232,-6.232594251
617,TONLEGEE RD / MOATFIELD RD,tonlegee rd / moatfield rd,NCITY,53.38990084,-6.193174381
618,RANELAGH @ SALLYMOUNT AVE,ranelagh @ sallymount ave,SCITY,53.3241866,-6.2523517
619,ERRIGAL RD @ BRANDON RD,errigal rd @ brandon rd,WCITY1,53.32638273,-6.32219781
622,AUNGIER ST @ LONGFORD ST,aungier st @ longford st,SCITY,53.340691,-6.265586
623,RATHGAR RD / GROSVENOR RD @ CHARLEVILLE RD ,rathgar rd / grosvenor rd @ charleville rd ,SCITY,53.321366,-6.267498
625,HALFPENNY BRIDGE ,halfpenny bridge ,CCITY,53.345882,-6.263806
626,KILBARRACK RD @ THORNVILLE RD,kilbarrack rd @ thornville rd,NCITY,53.3889892,-6.152492
628,PRUSSIA ST @ AUGHRIM ST,prussia st @ aughrim st,CCITY,53.3533,-6.285206
629,CRUMLIN RD @ RAFTERS RD,crumlin rd @ rafters rd,WCITY1,53.32674015,-6.313319206
630,MOUNT PROSPECT AVE @ CLONTARF RD,mount prospect ave @ clontarf rd,NCITY,53.36684735,-6.17264609
634,GRANGE RD @ GRANGE ABBEY,grange rd @ grange abbey,NCITY,53.39845917,-6.16003412
637,KEEPER RD @ HERBERTON RD,keeper rd @ herberton rd,WCITY1,53.33122057,-6.297950149
640,COLLINS AVE @ DCU,collins ave @ dcu,NCITY,53.3862135,-6.2549866
641,TEMPLEOGUE RD @ TERENURE COLLEGE,templeogue rd @ terenure college,SCITY,53.304919,-6.2879147
642,TEMPLEOGUE RD @ BUSGATE,templeogue rd @ busgate,SCITY,53.3068608,-6.2890836
644,COLLEGE GREEN @ NORTH OF GRATTAN MONUMENT,college green @ north of grattan monument,NULL,53.3446384,-6.259851
647,NCR @ O'CONNELLS SCHOOL,ncr @ o'connells school,NCITY,53.3574937,-6.25124831
648,SHELBOURNE RD / CRAMPTON AVE,shelbourne rd / crampton ave,SCITY,53.33213808,-6.231785119
650,MILLTOWN RD @ ST ANNES,milltown rd @ st annes,SCITY,53.312963,-6.247234
651,SARSFIELD RD @ LANDON RD,sarsfield rd @ landon rd,WCITY1,53.342196,-6.32894
653,NICHOLAS ST @ BULL ALLEY ST,nicholas st @ bull alley st,SCITY,53.34059504,-6.27239547
654,SARSFIELD RD @ CONCOLBERT RD (RAILWAY BRIDGE),sarsfield rd @ concolbert rd (railway bridge),WCITY1,53.342091,-6.325348
655,CLONTARF RD / SEAVIEW AVE NTH,clontarf rd / seaview ave nth,NCITY,53.3614111,-6.2147343
658,RINGSEND @ BARROW ST,ringsend @ barrow st,CCITY,53.3420237,-6.2365483
659,GRACE PARK RD / SION HILL RD,grace park rd / sion hill rd,NCITY,53.37593724,-6.242346615
660,NORTH WALL QUAY @ GUILD ST,north wall quay @ guild st,CCITY,53.3475439,-6.2410467
662,MERCER ST @ YORK ST,mercer st @ york st,CCITY,53.33924665,-6.264342311
663,MERCER ST @ CAR PARK,mercer st @ car park,CCITY,53.3397015,-6.264034095
664,ST JOHNS RD @ MILITARY RD,st johns rd @ military rd,WCITY1,53.3455197,-6.2968694
665,LORD EDWARD ST / FISHAMBLE ST (& LORD EDWARD ST @ COWS LANE),lord edward st / fishamble st (& lord edward st @ cows lane),CCITY,53.3434603,-6.2698439
666,DAME ST @ OLYMPIA,dame st @ olympia,CCITY,53.3441691,-6.2662089
667,NAVAN RD @ LIBRARY,navan rd @ library,WCITY1,53.362105,-6.299983
668,HARCOURT ST PED (LUAS),harcourt st ped (luas),SCITY,53.336765,-6.2631501
670,RATOATH RD @ JOHN PAUL PARK,ratoath rd @ john paul park,NCITY,53.36807279,-6.30378423
676,COLDCUT RD @ CLOVER HILL RD,coldcut rd @ clover hill rd,WCITY1,53.34656,-6.383297
677,EAST WALL RD @ ALEXANDER RD,east wall rd @ alexander rd,NCITY,53.35133139,-6.22616086
679,DRIMNAGH RD @ SLIEVEBLOOM RD,drimnagh rd @ slievebloom rd,WCITY1,53.324163,-6.327237
680,OSCAR TRAYNOR RD @ COOLOCK VILLAGE,oscar traynor rd @ coolock village,WCITY1,53.3897368,-6.1996553
684,TERENURE RD EAST BUSGATE,terenure rd east busgate,SCITY,53.31101916,-6.27828166
686,RATHMINES RD @ RATHMINES COLLEGE,rathmines rd @ rathmines college,SCITY,53.3254722,-6.2652374
690,BALLYMUN RD @ OLD FINGLAS RD,ballymun rd @ old finglas rd,WCITY1,53.3761333,-6.2700266
691,SWORDS RD @ REGENCY HOTEL,swords rd @ regency hotel,NCITY,53.37761719,-6.248155097
692,KYLEMORE RD @ LANDEN RD,kylemore rd @ landen rd,WCITY1,53.3379831,-6.3476985
693,TERENURE RD WEST @ GREENLEA RD,terenure rd west @ greenlea rd,SCITY,53.3105567,-6.289794
694,BROOKWOOD AVE @ BROOKWOOD RISE,brookwood ave @ brookwood rise,WCITY1,53.37730147,-6.196350693
699,HAROLD'S CROSS RD / MOUNT ARGUS RD,harold's cross rd / mount argus rd,SCITY,53.324038,-6.279767
701,MALAHIDE RD @ CASINO PK,malahide rd @ casino pk,DCC1,53.372135,-6.22266
704,MOBHI RD @ ST MOBHI DRIVE,mobhi rd @ st mobhi drive,NCITY,53.3728606,-6.26581192
707,RICHMOND VILLA'S @ SOUTH RICHMOND ST,richmond villa's @ south richmond st,SCITY,53.331854,-6.264628
708,SEVILLE PLACE @ ORIEL ST,seville place @ oriel st,CCITY,53.3522571,-6.2435353
709,PHILIPSBURGH AVE @ SHUTTLE,philipsburgh ave @ shuttle,WCITY1,53.3679443,-6.2395667
710,JERVIS ST/SWIFT ROW @ STRAND ST,jervis st/swift row @ strand st,CCITY,53.3468032,-6.2659467
711,CAPEL ST @ STRAND ST (LUAS),capel st @ strand st (luas),CCITY,53.3464323,-6.2680127
712,PHILIPSBURGH AVE @ MELROSE AVE,philipsburgh ave @ melrose ave,NCITY,53.3646238,-6.2398794
714,PORTLAND ROW @ DUNNE ST,portland row @ dunne st,CCITY,53.35602971,-6.248369515
715,GLASNEVIN HILL @ CHURCH,glasnevin hill @ church,NCITY,53.37333216,-6.26866901
716,RATOATH RD @ CAPPAGH RD,ratoath rd @ cappagh rd,NCITY,53.3789349,-6.3228514
717,MEMORIAL PK RD @ INCHICORE RD,memorial pk rd @ inchicore rd,WCITY1,53.34198093,-6.316827536
718,MOUNTJOY SQ WEST @ GRENVILLE ST,mountjoy sq west @ grenville st,CCITY,53.3558568,-6.2581914
720,CORK ST @ COOMBE/DEAN ST,cork st @ coombe/dean st,SCITY,53.339405,-6.274768
722,ADELAIDE ROAD @ PETERS PLACE (LUAS),adelaide road @ peters place (luas),SCITY,53.33270331,-6.2604787
724,SEAN MOORE RD @ PINE RD,sean moore rd @ pine rd,SCITY,53.3405324,-6.2146466
725,PIDGEON HOUSE RD @ EAST LINK,pidgeon house rd @ east link,CCITY,53.3423661,-6.2154825
727,MALAHIDE RD @ N32,malahide rd @ n32,NCITY,53.400908,-6.182329
729,CORK ST @ ARDEE ST,cork st @ ardee st,SCITY,53.33867,-6.279439
733,CORK ST @ DONORE AVE/MARROWBONE LANE,cork st @ donore ave/marrowbone lane,SCITY,53.337258,-6.286343
734,ALFIE BYRNE RD @ EAST PT BUSINESS PK,alfie byrne rd @ east pt business pk,NCITY,53.3594532,-6.235772
735,MALAHIDE RD @ GROVE LANE,malahide rd @ grove lane,NCITY,53.4016374,-6.1807596
738,TYRCONNELL RD @ JAMESTOWN RD,tyrconnell rd @ jamestown rd,WCITY1,53.33480041,-6.32773608
741,NORTH KING ST / QUEEN ST,north king st / queen st,WCITY1,53.3499139,-6.280252253
742,BRUNSWICK ST @ GEORGES LANE,brunswick st @ georges lane,WCITY1,53.35057268,-6.279765258
743,BLACKHALL PLACE @ BLACKHALL ST,blackhall place @ blackhall st,CCITY,53.348685,-6.281942
744,ST STEPHENS GREEN @ NEWMAN CHURCH,st stephens green @ newman church,SCITY,53.3367547,-6.2598865
745,BALLYMUN RD @ SHANGAN / SHOPPING CENTRE,ballymun rd @ shangan / shopping centre,IRE,53.39654693,-6.264009476
746,NORTH WALL QUAY @ EXCISE WALK,north wall quay @ excise walk,CCITY,53.3477201,-6.2440289
747,MAIN ST RAHENY @ WATERMILL RD,main st raheny @ watermill rd,NCITY,53.3792776,-6.1752111
748,HOWTH RD RAHENY @  ST ASSAMS RD WEST/BANK OF IRELAND,howth rd raheny @  st assams rd west/bank of ireland,WCITY1,53.3803719,-6.1726573
749,SCR @ BLOOMFIELD AVE,scr @ bloomfield ave,SCITY,53.3322164,-6.273066
750,DRUMCONDRA RD @ BOTANIC AVE,drumcondra rd @ botanic ave,NCITY,53.3674069,-6.2553931
751,SCR @ WASHINGTON ST,scr @ washington st,SCITY,53.3314719,-6.2790499
752,KILDARE RD @ BANGOR RD,kildare rd @ bangor rd,WCITY1,53.32493616,-6.302289368
753,BLACK HALL ST @ QUEEN ST,black hall st @ queen st,WCITY1,53.3394525,-6.3855202
754,CORK ST @ COOMBE HOSPITAL,cork st @ coombe hospital,SCITY,53.33536899,-6.289478391
755,BALLYMUN RD @ GATEWAY CRESCENT NTH/STH,ballymun rd @ gateway crescent nth/sth,NCITY,53.3942251,-6.2640546
756,BALLYFERMOT RD @ LE FANU RD,ballyfermot rd @ le fanu rd,WCITY1,53.342419,-6.356215
758,LEESON ST FITZWILLIAM PL @ ADELAIDE RD,leeson st fitzwilliam pl @ adelaide rd,SCITY,53.3324442,-6.2531583
760,BLACKHALL ST BRIDGE @ USHERS ISLAND (JOYCE BRIDGE SOUTH),blackhall st bridge @ ushers island (joyce bridge south),CCITY,53.346344,-6.282649
761,BLACKHALL ST BRIDGE @ ELLIS QUAY (JOYCE BRIDGE NORTH),blackhall st bridge @ ellis quay (joyce bridge north),CCITY,53.347954,-6.289938
764,LEESON ST @ CUS,leeson st @ cus,SCITY,53.3348904,-6.25591674
765,MOUNT ST @ LOVE LANE,mount st @ love lane,DCC1,53.337936,-6.2415366
769,DAVITT RD @ KILWORTH RD (LUAS),davitt rd @ kilworth rd (luas),WCITY1,53.33434393,-6.325080693
770,DAVITT RD @ SPERRIN RD PED CROSSING (LUAS),davitt rd @ sperrin rd ped crossing (luas),WCITY1,53.33527529,-6.317468584
771,JAMES ST @ STEVENS LANE (LUAS),james st @ stevens lane (luas),WCITY1,53.343276,-6.290746
772,BENBURB ST @ TEMPLE STREET WEST (LUAS),benburb st @ temple street west (luas),CCITY,53.3480536,-6.2897224
773,BENBURB ST @ QUEEN ST (LUAS),benburb st @ queen st (luas),CCITY,53.347205,-6.280136
774,SMITHFIELD CROSSING (LUAS),smithfield crossing (luas),CCITY,53.34711073,-6.27850252
775,BOW STREET CROSSING (LUAS),bow street crossing (luas),CCITY,53.3469544,-6.2777083
776,CHURCH ST @ CHANCERY ST (LUAS),church st @ chancery st (luas),CCITY,53.34749052,-6.27492041
777,CHANCERY ST @ CHANCERY PLACE (LUAS),chancery st @ chancery place (luas),CCITY,53.34680112,-6.27284357
778,CHANCERY ST @ ARRAN STREET EAST (LUAS),chancery st @ arran street east (luas),CCITY,53.34689962,-6.27047036
781,MILLTOWN RD @ COLLEGE ENTRANCE  (RICHMOND ST SOUTH) (LUAS),milltown rd @ college entrance  (richmond st south) (luas),SCITY,53.31077646,-6.25114215
782,O CONNELL ST @ PRINCES ST NORTH,o connell st @ princes st north,CCITY,53.34908,-6.26006
785,N32 @ BEWLEYS,n32 @ bewleys,DCC1,53.404314,-6.1829698
791,HOWTH RD @ HOLLYBROOK PARK,howth rd @ hollybrook park,WCITY1,53.3668355,-6.2193212
793,ESSEX QUAY @ EXCHANGE ST LOWER,essex quay @ exchange st lower,CCITY,53.345216,-6.268659
794,KILBARRACK RD @ THE DART STATION,kilbarrack rd @ the dart station,DCC1,53.38994621,-6.15647851
796,EDEN QUAY,eden quay,CCITY,53.347958,-6.257311
797,MALAHIDE RD / CLARE HALL SHOPPING CENTRE,malahide rd / clare hall shopping centre,NCITY,53.4007603,-6.18221065
798,BALLYBOGGAN RD @ RATOATH RD,ballyboggan rd @ ratoath rd,NCITY,53.3770954,-6.3091481
800,KILLEEN RD @ PARK WEST IND EST,killeen rd @ park west ind est,WCITY1,53.33302574,-6.355620325
801,ST STEPHENS GREEN @ HUME ST,st stephens green @ hume st,CCITY,53.3379826,-6.255803283
806,NUTLEY LANE @ ST VINCENTS HOSPITAL,nutley lane @ st vincents hospital,SCITY,53.31753304,-6.215569676
807,"CITY QUAY, LOMBARD ST","city quay, lombard st",CCITY,53.3466979,-6.2475573
808,CUSTOM HOUSE QUAY @ SEAN O'CASEY BRIDGE,custom house quay @ sean o'casey bridge,CCITY,53.3479465,-6.2475166
811,HOWTH RD @ ENNAFORT PARK,howth rd @ ennafort park,WCITY1,53.3773532,-6.1873166
812,MERRION RD @ SYDNEY PARADE AVE,merrion rd @ sydney parade ave,SCITY,53.3193809,-6.213522091
816,DPT 1,dpt 1,NCITY,53.3533472,-6.2233522
817,DPT 2,dpt 2,NCITY,53.3542989,-6.2244639
818,DPT 3,dpt 3,NCITY,53.3550091,-6.2224472
821,JAMESTOWN RD @ SYCAMORE RD,jamestown rd @ sycamore rd,NCITY,53.3965717,-6.2938033
822,N32 / CLONSHAUGH RD,n32 / clonshaugh rd,NCITY,53.4095579,-6.2142442
826,BALLYFERMOT RD @ LIDL,ballyfermot rd @ lidl,WCITY1,53.343796,-6.372084
828,BALLYMUN RD @ CIVIC OFFICES,ballymun rd @ civic offices,DCC1,53.3956933,-6.2640744
830,SWORDS RD @ WHITEHALL CHURCH,swords rd @ whitehall church,NCITY,53.3840774,-6.2436444
832,FAIRVIEW STRAND @RICHMOND RD,fairview strand @richmond rd,NCITY,53.3624649,-6.2427062
833,PEARSE ST @ BOLANDS BRIDGE PED,pearse st @ bolands bridge ped,DCC1,53.34247966,-6.23919209
834,M1/COOLOCK INTERCHANGE RAMP,m1/coolock interchange ramp,NCITY,53.39810787,-6.23868547
835,SWORDS RD NTHBND @ TUNNEL PORTAL,swords rd nthbnd @ tunnel portal,NCITY,53.393186,-6.2377395
838,ST JOHNS RD @ HEUSTON S.Q.,st johns rd @ heuston s.q.,WCITY1,53.3453701,-6.2986346
839,CLONTARF RD @ DOLLYMOUNT PARK,clontarf rd @ dollymount park,NCITY,53.36286644,-6.17861398
848,ROCK RD @ ELM PARK,rock rd @ elm park,DCC1,53.3138185,-6.2028282
850,EAST RD @ CHURCH RD,east rd @ church rd,NCITY,53.35205034,-6.23244575
851,DARNDALE @ COMMUNITY CENTRE,darndale @ community centre,NCITY,53.4008251,-6.1949973
855,SEVILLE PLACE @ FERRYMANS CROSSING,seville place @ ferrymans crossing,CCITY,53.3514934,-6.2422365
856,GUILD ST @ SHERIFF ST,guild st @ sheriff st,CCITY,53.35070246,-6.24140187
857,COOLOCK LANE PEDESTRIAN CROSSING,coolock lane pedestrian crossing,WCITY1,53.39719483,-6.233126521
858,OSCAR TRAYNOR RD @ LARCH HILL ESTATE,oscar traynor rd @ larch hill estate,WCITY1,53.3977605,-6.2269591
859,HOLE IN THE WALL ROAD @ CLONGRIFFEN ROAD,hole in the wall road @ clongriffen road,NCITY,53.4015064,-6.1620335
860,MAYOR STREET @ COMMONS STREET,mayor street @ commons street,DCC1,53.349381,-6.2453152
861,MAYOR STREET @ GUILD STREET,mayor street @ guild street,CCITY,53.3490449,-6.241122
862,MAYOR STREET @ NATIONAL CONFERENCE CENTRE,mayor street @ national conference centre,DCC1,53.3491017,-6.2409148
863,MAYOR STREET @ SPENCER DOCK WEST,mayor street @ spencer dock west,DCC1,53.3491793,-6.2407739
864,MAYOR STREET @ SPENCER DOCK EAST,mayor street @ spencer dock east,DCC1,53.3488222,-6.2367472
865,MAYOR STREET @ NEW WAPPING ST,mayor street @ new wapping st,DCC1,53.348745,-6.235217
866,MAYOR STREET @ CASTLEFORBES RD,mayor street @ castleforbes rd,DCC1,53.3484717,-6.2320724
867,MAYOR STREET @ THE POINT,mayor street @ the point,DCC1,53.3484851,-6.229763031
868,SIR JOHN ROGERSONS QUAY @ MACKEN ST BRIDGE,sir john rogersons quay @ macken st bridge,CCITY,53.346158,-6.241211
870,MACKEN ST @ HANOVER ST,macken st @ hanover st,CCITY,53.34426326,-6.24036451
873,NORTH WALL QUAY @ SPENCER DOCK,north wall quay @ spencer dock,CCITY,53.347362,-6.238084
874,CLONSHAUGH RD PEDESTRIAN CROSSING,clonshaugh rd pedestrian crossing,NCITY,53.406642,-6.2150647
875,MALAHIDE ROAD @ BELMAYNE,malahide road @ belmayne,NCITY,53.40653831,-6.177218556
876,MAIN ST CHAPELIZOD,main st chapelizod,WCITY1,53.34910591,-6.34386685
877,KYLEMORE RD @ CANAL BRIDGE,kylemore rd @ canal bridge,WCITY1,53.33186203,-6.34631322
878,BALBUTCHER LANE SOUTH/CARRIG RD,balbutcher lane south/carrig rd,NCITY,53.39955845,-6.27600378
882,BAGGOT ST @ HERBERT PLACE,baggot st @ herbert place,SCITY,53.3348628,-6.2461194
883,CHARLEMONT ST @ CHARLEMONT MALL,charlemont st @ charlemont mall,SCITY,53.330918,-6.2606911
886,HARMONSTOWN RD / SPRINGDALE RD,harmonstown rd / springdale rd,NCITY,53.3829439,-6.1854254
888,CLARE HALL AVE EAST OF MALAHIDE ROAD,clare hall ave east of malahide road,NCITY,53.4022901,-6.1764758
889,CLARE HALL BELMAYNE WEST OF ROUNDABOUT,clare hall belmayne west of roundabout,NCITY,53.4016729,-6.1712525
890,GRANGE ROAD @ HOLE IN THE WALL RDB EAST & SOUTH,grange road @ hole in the wall rdb east & south,NCITY,53.3981722,-6.161157
891,CEDAR BROOK AVE / BARNEVILLE WALK,cedar brook ave / barneville walk,SCITY,53.3356713,-6.3802203
892,CLANBRASIL ST @ LOMBARD ST WEST,clanbrasil st @ lombard st west,SCITY,53.33384256,-6.27525421
893,SIR JOHN ROGERSONS QUAY @ FORBES ST,sir john rogersons quay @ forbes st,CCITY,53.3458407,-6.2385057
895,KEVIN ST UPPER PEDESTRIAN,kevin st upper pedestrian,SCITY,53.3385137,-6.2720722
897,NORTH WALL QUAY @ NEW WAPPING ST,north wall quay @ new wapping st,CCITY,53.34733698,-6.235663531
898,NORTH WALL QUAY @ THE POINT DEPOT,north wall quay @ the point depot,DCC1,53.34691556,-6.230106354
899,SANTRY AVE / NORTHWOOD,santry ave / northwood,NCITY,53.4002683,-6.2578403
900,SANTRY AVE @ ALDI,santry ave @ aldi,NCITY,53.399893,-6.254384
901,SANTRY AVE @ HEITON BUCKLEY,santry ave @ heiton buckley,NCITY,53.39777504,-6.24676364
902,NCR @ NEW HOSPITAL ENTRANCE,ncr @ new hospital entrance,NCITY,53.3602205,-6.265651
904,EAST WALL RD @ CHURCH RD,east wall rd @ church rd,NCITY,53.35688453,-6.2318516
906,DRUMCONDRA RD @ ST PATRICKS COLLEGE / SKYLON HOTEL,drumcondra rd @ st patricks college / skylon hotel,NCITY,53.37220112,-6.252867882
908,BURGH QUAY / MARLBOROUGH ST,burgh quay / marlborough st,CCITY,53.34733,-6.25722
910,EMMET RD @ VINCENT ST WEST,emmet rd @ vincent st west,WCITY1,53.3397065,-6.3181054
911,KILDARE ST @ MOLESWORTH ST,kildare st @ molesworth st,CCITY,53.3404575,-6.2556812
913,RATOATH RD @ ST CATHERINES,ratoath rd @ st catherines,NCITY,53.370299,-6.3057503
914,OSCAR TRAYNOR @ BARRYSCOURT ROAD,oscar traynor @ barryscourt road,NCITY,53.3944578,-6.2132561
915,BEAUMONT ROAD @ BEAUMONT GROVE,beaumont road @ beaumont grove,NCITY,53.3843106,-6.2361099
916,FASSAUGH ROAD @ CONNAUGHT ST,fassaugh road @ connaught st,NCITY,53.3636365,-6.2813505
917,SWORDS ROAD / MAGENTA CRESCENT,swords road / magenta crescent,NCITY,53.39506041,-6.245358339
918,GRIFFITH AVE@ EDUCATE TOGETHER SCHOOL,griffith ave@ educate together school,NCITY,53.3791466,-6.2697465
919,DAWSON ST / MOLEWORTH ST PED,dawson st / moleworth st ped,CCITY,53.3412255,-6.2582446
920,DAWSON ST / DUKE ST PED,dawson st / duke st ped,CCITY,53.3417803,-6.2582065
921,WESTMORELAND ST / FLEET ST,westmoreland st / fleet st,CCITY,53.3458277,-6.2592576
922,O'CONNELL ST / SAVOY PED,o'connell st / savoy ped,CCITY,53.35133455,-6.260423039
923,MARLBOROUGH ST / PARNELL ST,marlborough st / parnell st,CCITY,53.3533561,-6.2597367
925,PARNELL ST / DOMINIC ST,parnell st / dominic st,CCITY,53.3508821,-6.2649467
926,"NORTH CIRCULAR ROAD, PED","north circular road, ped",NCITY,53.35981326,-6.27901329
927,CABRA RD PED,cabra rd ped,NCITY,53.3609347,-6.2798088
928,CONSTITUTION HILL @ PREBAND STREET,constitution hill @ preband street,NCITY,53.3532882,-6.2732516
929,PREBEND ST/ BUS EIREANN BUS GARAGE,prebend st/ bus eireann bus garage,NCITY,53.3535782,-6.2743292
930,CHAPELIZOD BYPASS @ KYLEMORE RD,chapelizod bypass @ kylemore rd,WCITY1,53.35022459,-6.355119205
931,COLLINS AVENUE EAST @ KILLESTER COLLEGE,collins avenue east @ killester college,WCITY1,53.3716075,-6.2077819
932,BOLTON STREET@HENRIETTA STREET,bolton street@henrietta street,NCITY,53.35237199,-6.268940064
933,SOUTH CIRCULAR ROAD @ DUFFERIN (MOSQUE),south circular road @ dufferin (mosque),SCITY,53.3311197,-6.2814447
934,HOWTH ROAD @ ALL SAINTS ROAD,howth road @ all saints road,DCC1,53.3770494,-6.1895402
935,SHERIFF STREET UPPER @ NEW ROAD,sheriff street upper @ new road,CCITY,53.3498201,-6.226062
936,BACHELORS WALK BUS GATE,bachelors walk bus gate,CCITY,53.347048,-6.26123
937,NULL,NULL,NCITY,53.371294,-6.166864
938,BALBUTCHER LANE @ SHANGAN ROAD,balbutcher lane @ shangan road,IRE,53.39740718,-6.266421565
939,GRANGE ROAD @ HOLE IN THE WALL RDB WEST,grange road @ hole in the wall rdb west,NCITY,53.39909506,-6.16222271
940,MOREHAMPTON ROAD @ DONNYBROOK FAIR,morehampton road @ donnybrook fair,SCITY,53.3242753,-6.2399135
941,HANOVER STREET EAST @ CREIGHTON STREET,hanover street east @ creighton street,CCITY,53.34529929,-6.246349529
944,STILLORGAN ROAD / RTE PED,stillorgan road / rte ped,SCITY,53.316057,-6.227652
945,CRUMLIN VILLAGE @ WINDMILL ROAD,crumlin village @ windmill road,WCITY1,53.320534,-6.316447
946,CLONTARF ROAD @ DOLLYMOUNT AVE,clontarf road @ dollymount ave,NCITY,53.3645453,-6.1765215
947,BALBUTCHER LANE @ POPPINTREE,balbutcher lane @ poppintree,NCITY,53.4083984,-6.2715581
948,RATOATH ROAD @ FASSAUGH AVENUE,ratoath road @ fassaugh avenue,NCITY,53.3671289,-6.3021912
950,SYBIL HILL @ ST ANNES PARK,sybil hill @ st annes park,NCITY,53.370975,-6.194269
1002,HEUSTON STATION ACCESS (LUAS),heuston station access (luas),CCITY,53.347053,-6.291793
1124,STILLORGAN RD @ MT MERRION RD,stillorgan rd @ mt merrion rd,IRE,53.2968944,-6.2033038
1394,CROFTON RD@COAL QUAY(T394),crofton rd@coal quay(t394),IRE,53.2962686,-6.1416083
2024,JOHNSTOWN RD @ MAPLE MANOR,johnstown rd @ maple manor,IRE,53.26316366,-6.1482073
2057,BALLYMUN RD @ STATOIL GARAGE,ballymun rd @ statoil garage,IRE,53.402957,-6.2669567
2127,STILLORGAN RD @ FOSTERS AVENUE,stillorgan rd @ fosters avenue,IRE,53.30358311,-6.20873508
4010,M50 @ M1/  TURNAPIN,m50 @ m1/  turnapin,DCC1,53.41093953,-6.2256486
4011,BALLYMUN RD @ M50,ballymun rd @ m50,DCC1,53.408778,-6.268103
4012,M50 @ NORTH RD,m50 @ north rd,DCC1,53.40419073,-6.310003996
4013,M50 @ BLANCHARDSTOWN RDB,m50 @ blanchardstown rdb,DCC1,53.398422,-6.391127
4014,N3 @ AUBURN RDB,n3 @ auburn rdb,DCC1,53.38076,-6.357811
4015,N3 @ SCOTTS RD RDB ,n3 @ scotts rd rdb ,DCC1,53.3855652,-6.3594329
4020,M50 @ TALLAGHT RDB,m50 @ tallaght rdb,DCC1,53.29039882,-6.33235082
4025,M1 @ SWORDS RD/ AIRPORT,m1 @ swords rd/ airport,DCC1,53.4317395,-6.2182696
4026,"SANDYFORD, ROTARY","sandyford, rotary",IRE,53.269763,-6.2157289
4027,M50 @ LEHAUNSTOWN WEST,m50 @ lehaunstown west,IRE,53.24156076,-6.15204512
4028,M50 @ LEHAUNSTOWN EAST,m50 @ lehaunstown east,IRE,53.2483505,-6.1479403
4029,SWORDS RD @ SANTRY AVE,swords rd @ santry ave,DCC1,53.397325,-6.244997
4030,SWORDS RD @ COOLOCK LANE,swords rd @ coolock lane,DCC1,53.398532,-6.244059
4031,COOLOCK LANE @ OAK PARK,coolock lane @ oak park,DCC1,53.3988112,-6.2436871
4035,R132 @ CORBALLIS ROAD,r132 @ corballis road,DCC1,53.4232997,-6.23092044
4036,NAVAN RD BRIDGE OOT,navan rd bridge oot,DCC1,53.3761208,-6.3455861
4037,NAVAN RD BRIDGE ITT,navan rd bridge itt,DCC1,53.37681,-6.345079
